Location,Name,People_reached,Posts_edited,Upvotes,answer_votes,downvotes,helpful_tags,question_vote,this_month,user_id,votes_cast
"West Chester, PA, USA",weaverj13,4k,0,,,,0,,,11809261.0,0
Not Available,mel,73,0,,,,0,,,23397306.0,0
"Kraków, Poland",fascynacja,2.2m,35,,,,10,,,2695990.0,"1,210"
Not Available,Dmit Gr,223,0,,,,0,,,20219560.0,0
Not Available,Riley Holzmeyer,80,0,,,,0,,,23394569.0,0
Not Available,AWG,926,0,,,,0,,,19104444.0,0
Not Available,Ahmer Shahid,1k,0,,,,0,,,18334164.0,0
"Bratislava, Slovensko",Stefan,8k,0,,,,0,,,4964009.0,10
Not Available,BlackSpectrum,108,0,,,,0,,,22295444.0,0
Not Available,Well,14,0,,,,0,,,23397311.0,0
Not Available,gitcanzo,5k,0,,,,0,,,11647484.0,13
Not Available,ODDminus1,26k,3,,,,0,,,14607529.0,30
Not Available,michaldo,506k,25,,,,84,,,2365727.0,388
"Hamburg, Germany",Olle Härstedt,145k,3,,,,7,,,2138090.0,118
Not Available,Raeisi,105k,4,,,,16,,,14555001.0,48
Not Available,KolozJnr,2k,0,,,,0,,,7653079.0,0
Not Available,YustinTR,24,0,,,,0,,,23396728.0,0
Not Available,Petr Klekner,2k,0,,,,0,,,18367627.0,4
Not Available,Jantoma21,19k,0,,,,0,,,11293581.0,21
Not Available,CashDiver,31,0,,,,0,,,21830097.0,0
Not Available,Abe,46k,0,,,,0,,,18558424.0,107
Not Available,Rafael,892,0,,,,0,,,17243001.0,0
"Bilbao, España",Aingeru Sanchez,7k,0,,,,0,,,10815770.0,10
Not Available,O P,547k,1,,,,0,,,2097870.0,146
"Patna, Bihar, India",Alok kumar,15,0,,,,0,,,14285870.0,0
Not Available,Ini,7k,0,,,,0,,,16851497.0,12
"Mingora, Pakistan",Abdul Rahman,325k,1,,,,0,,,1821361.0,169
"Holon, Israel",Yotam,27k,0,,,,1,,,10981163.0,1
Not Available,user007,191k,0,,,,0,,,2642959.0,183
Not Available,cidadao,339k,0,,,,0,,,262633.0,47
"Bangalore, Karnataka, India",Rohit Walavalkar,58k,1,,,,0,,,1662342.0,"1,196"
Not Available,Illia,97,0,,,,0,,,10007517.0,1
Not Available,Joelskoldator123,46,0,,,,0,,,21868303.0,0
Netherlands,wes,23k,1,,,,0,,,7183609.0,10
Germany,David Trevor,73k,4,,,,9,,,4742987.0,177
Not Available,Arul prakasam,100,0,,,,0,,,23396055.0,0
"Illinois, USA",SummerAtlas,837,0,,,,0,,,17909533.0,18
Not Available,Jagadeesh Reddy,66,0,,,,0,,,23392965.0,0
Not Available,Lugman S,23,0,,,,0,,,22100881.0,0
Not Available,user23389593,21,0,,,,0,,,23389593.0,0
Not Available,ibouka,1k,0,,,,0,,,18666563.0,0
Not Available,Sheikh Rohan,1k,0,,,,0,,,19592208.0,1
Not Available,skyho,241k,0,,,,0,,,12093975.0,123
Not Available,Paul Azzopardi,23,0,,,,0,,,23360966.0,0
Not Available,PHPdevel,29,0,,,,0,,,20589895.0,0
Not Available,MTR,150k,0,,,,0,,,638900.0,156
Not Available,Dinesh S,88,0,,,,0,,,23297391.0,0
Not Available,MarcS,5k,0,,,,0,,,12767741.0,0
Germany,Sean,37k,0,,,,1,,,410719.0,47
Not Available,kykywei,1k,0,,,,0,,,22086041.0,1
Not Available,chamharoj,46,0,,,,0,,,23392557.0,0
Not Available,Adri2210,767,0,,,,0,,,18234469.0,0
Not Available,Marvelous,52k,0,,,,0,,,11165955.0,21
"Bordeaux, France",V. Arbez,18k,0,,,,0,,,9829237.0,1
Not Available,Sergio Carvalho,81,0,,,,0,,,23389339.0,0
"Washington, DC, United States",DGaffneyDC,24k,0,,,,0,,,5983985.0,11
Netherlands,Paul,112k,0,,,,0,,,281118.0,50
Not Available,BerthetQuentin,126,0,,,,0,,,21126825.0,0
Not Available,Vaikundamuthu,64,0,,,,0,,,22503131.0,0
Not Available,king_anton,13k,0,,,,0,,,17275588.0,14
Australia,Aiden Hanney,2k,0,,,,4,,,19198083.0,91
Not Available,bluenote10,6.9m,26,,,,1,,,1804173.0,"3,946"
Not Available,Manny Marquez,7k,0,,,,0,,,13059260.0,2
Not Available,Init5,3k,0,,,,0,,,14344442.0,0
Not Available,Maximus S,1.2m,0,,,,0,,,1815412.0,500
"Gujarat, India",Aniruddh Thakor,248k,18,,,,0,,,10845300.0,32
Not Available,Mangux,14k,0,,,,0,,,6851448.0,15
Not Available,Aditya Sonawane,14k,0,,,,0,,,15268809.0,6
Not Available,Rahul Abrol,53,0,,,,0,,,23044982.0,0
Not Available,HARI KRISHNAN,150,0,,,,0,,,22510096.0,0
Not Available,NeoGenesis521,316,0,,,,0,,,23077506.0,7
India,YashArora,71k,0,,,,0,,,5284900.0,6
Not Available,tripbrock,224k,0,,,,0,,,789156.0,18
Not Available,Kiran sreeram,7k,0,,,,0,,,15280076.0,0
Italy,joisberg,20k,0,,,,0,,,11297945.0,39
Not Available,delimiter,71,0,,,,0,,,23393334.0,0
Not Available,Muazam,43k,0,,,,1,,,635019.0,28
Not Available,parthChavda,26,0,,,,0,,,23397205.0,0
"Mumbai, Maharashtra, India",Akshay Vijay Jain,18.6m,19,,,,0,,,2761641.0,"2,729"
Not Available,Aliababa,605,0,,,,0,,,10744433.0,0
Not Available,JavaCO5,220,0,,,,0,,,7185469.0,0
Not Available,frikha yosr,13,0,,,,0,,,19024110.0,0
Not Available,Martin Rupert Bulquerin,18k,0,,,,0,,,7171394.0,32
Not Available,ayesha iman,23,0,,,,0,,,23395418.0,0
Not Available,Erik,673k,1,,,,0,,,832218.0,"1,297"
Not Available,toma margishvili,3k,0,,,,0,,,19859018.0,0
Würzburg,phili,79,0,,,,0,,,23277178.0,0
Not Available,user5301398,2k,0,,,,0,,,5301398.0,3
Germany,David Berryman,22k,0,,,,0,,,13450196.0,9
"Stockholm, Sverige",Pax Vobiscum,300k,26,,,,45,,,3301980.0,548
Not Available,Piepants,2.8m,4,,,,2,,,1082219.0,820
Not Available,Wilson,21k,0,,,,0,,,7573253.0,21
Not Available,Halfacht,1.9m,12,,,,17,,,6926281.0,520
Not Available,Stylopidae,295,0,,,,0,,,21558279.0,0
Not Available,alex volkow,18k,0,,,,0,,,1290538.0,12
Not Available,ValeriaN,2k,0,,,,0,,,21749857.0,0
"Ankara, Turkey",devgibiadam,86,0,,,,0,,,17148259.0,0
Not Available,Steve,758k,0,,,,2,,,1008834.0,299
Not Available,DNK,27,0,,,,0,,,20808550.0,0
"London, United Kingdom",nha,2.2m,112,,,,29,,,1327651.0,"2,596"
Not Available,DanielL,207,0,,,,0,,,18746745.0,0
Not Available,user13289818,28k,0,,,,0,,,13289818.0,9
Not Available,Kamran,42,0,,,,0,,,23397157.0,0
"Ranchi, India",Vibhakar SInha,95k,0,,,,0,,,333596.0,6
Not Available,user1934428,1.2m,10,,,,9,,,1934428.0,"3,890"
Not Available,monsterzero,72,0,,,,0,,,23390467.0,0
Not Available,Adam Bahtiar Firdaus,5k,0,,,,0,,,19765605.0,0
Not Available,Farheen Shaikh,1k,0,,,,0,,,14281274.0,5
Not Available,Maulik Dave,16k,0,,,,0,,,10099956.0,0
Not Available,Jenkamen,11k,0,,,,0,,,773258.0,76
Not Available,samispro_448,22,0,,,,0,,,23397165.0,0
"Ilsfeld, Deutschland",Codehan25,584k,0,,,,0,,,6475284.0,111
Not Available,vadyaov,718,0,,,,0,,,18838696.0,0
Not Available,Cihan KOÇAR,115,0,,,,0,,,22656134.0,0
Not Available,Steve sheppard,55,0,,,,0,,,23315344.0,0
Sri Lanka,Vishwa Fernando,10k,0,,,,0,,,11553588.0,0
"Karur, Tamil Nadu, India",Maniraj Murugan,1.1m,41,,,,7,,,7785337.0,736
"London, United Kingdom",Ayla,40k,0,,,,1,,,5922215.0,4
Not Available,zdesam,542k,5,,,,0,,,1061567.0,58
Not Available,marcelia20,578,0,,,,0,,,22690762.0,0
India,Nikita Agarwal,27k,0,,,,0,,,9356256.0,0
"Guangzhou, 广东省中国",Yv Zuo,10k,0,,,,0,,,11702196.0,5
Istanbul,Mehmet Can BOZ,20k,0,,,,0,,,15145397.0,15
Not Available,User4600,11k,0,,,,0,,,9910591.0,0
"Berlin, Germany",dotist,7k,0,,,,0,,,863441.0,6
Not Available,Shubham Gaikwad,18,0,,,,0,,,23397086.0,0
Not Available,C Outro,91,0,,,,0,,,14419237.0,0
Not Available,jpadvo,650k,6,,,,0,,,490499.0,796
Germany,kwisi,75,0,,,,0,,,23396660.0,0
Not Available,Aviv Tamir,21,0,,,,0,,,18426483.0,0
Not Available,Adey,159,0,,,,0,,,21725811.0,0
Germany,BennyBarns,62k,0,,,,0,,,1635669.0,29
Not Available,Sanjar Barakayev,6k,0,,,,0,,,13701931.0,27
Singapore,Christian,384k,0,,,,0,,,874380.0,412
Not Available,박혜찬,36,0,,,,0,,,23383493.0,0
"Kerala, India",S_Rashid,85,0,,,,0,,,13424906.0,0
"Darmstadt, Deutschland",KWunsch,9k,0,,,,0,,,15513340.0,14
Not Available,ahmedwp,614,0,,,,0,,,23079521.0,3
Pakistan,Abdul,241k,121,,,,22,,,1682955.0,"1,152"
Not Available,Ilana Polonsky,7k,0,,,,0,,,13010840.0,0
Not Available,ArneVC,650,0,,,,0,,,18462267.0,0
Not Available,Kishan,61k,0,,,,0,,,8756566.0,1
Not Available,gamer boi,47,0,,,,0,,,21058125.0,0
India,M K,277k,0,,,,0,,,8204457.0,54
"Nairobi, Kenya",Program-Me-Rev,1.9m,24,,,,0,,,3663765.0,"2,154"
Not Available,Azure_CloudServices,301,0,,,,0,,,22572625.0,0
Not Available,Harshal Gunjal,246,0,,,,0,,,22029164.0,0
日本 Tōkyō,simotunes,30k,0,,,,0,,,9202774.0,104
Not Available,NewbieToThis,857,0,,,,0,,,11808410.0,0
Sweden,KingVoodoo,2k,0,,,,0,,,13425196.0,1
Not Available,Abhijit,291,0,,,,0,,,22649823.0,1
"Louisville, KY, United States",Pranay Aryal,2.1m,16,,,,0,,,3308533.0,765
Not Available,Mercutio1243,1k,1,,,,1,,,22987224.0,106
Not Available,Biswajit Palit,21,0,,,,0,,,23094886.0,0
Not Available,Gustavo_Oliveira,6k,0,,,,0,,,13476917.0,0
"Brescia, BS, Italia",Cmdd,49k,2,,,,1,,,1879160.0,278
Not Available,brett_excel1234,46,0,,,,0,,,23369525.0,0
Hamburg,mlodhi,4k,15,,,,0,,,22289437.0,661
Bangladesh,Ali,876k,0,,,,0,,,1055502.0,228
"California, USA",grSage,36,0,,,,0,,,15364818.0,0
Not Available,Flutter Junior,24,0,,,,0,,,23396851.0,0
Not Available,christian rondon,202,0,,,,0,,,22240439.0,1
"Årsta, Sweden",TheIceBear,104k,28,,,,1,,,6889416.0,126
Not Available,chewie,32k,0,,,,2,,,15018590.0,8
Not Available,AlboSimo,1k,0,,,,0,,,16770216.0,0
Not Available,hossam hassan,844,0,,,,0,,,15157507.0,0
"Ahmedabad, Gujarat, India",Jayesh Parmar,49,0,,,,0,,,7772597.0,0
Not Available,Ravena,560,0,,,,0,,,22999077.0,8
Not Available,hsk,76,0,,,,0,,,23392801.0,2
Not Available,Jaal Audin,57,0,,,,0,,,22284901.0,0
Not Available,user23397145,13,0,,,,0,,,23397145.0,0
Not Available,Sushang Nirola,748,0,,,,0,,,12833717.0,0
Not Available,Zemmari Azzedine,155,0,,,,0,,,17141902.0,0
Not Available,r-m85,2k,0,,,,0,,,20928263.0,0
"Waterloo, Canada",TSG,562k,0,,,,6,,,659503.0,240
England,Charlotte Ryerr,3k,0,,,,0,,,19120754.0,1
Not Available,Rohan Killedar,12,0,,,,0,,,7922278.0,0
Not Available,Ruari Patterson,99,0,,,,0,,,22736853.0,0
Not Available,Peter K.,11k,0,,,,0,,,6497404.0,0
"Jaipur, India",Manoz,1.7m,49,,,,59,,,1982631.0,"1,752"
"Mumbai, Maharashtra, India",ice spirit,144k,0,,,,0,,,6869086.0,67
"Vienna, Austria",calen,5k,0,,,,0,,,13243305.0,5
Not Available,F. F.,986,0,,,,0,,,20450480.0,0
"Kathmandu, Nepal",DrGeneral,496k,0,,,,0,,,1831256.0,363
Not Available,Дмитрий Морозов,1k,0,,,,0,,,17533967.0,0
Not Available,ndsrib,161,0,,,,0,,,21341861.0,0
Not Available,Mykola,10k,0,,,,0,,,10876206.0,35
"Ahmedabad, Gujarat, India",Point Networks,10.9m,1,,,,1,,,1922447.0,151
Not Available,Natalia Tkaczyk,1k,0,,,,0,,,22611225.0,0
Iran,Mohammad,859,0,,,,0,,,23240260.0,2
India,Poornesh H N,625,0,,,,0,,,19277334.0,16
Not Available,Sarit Ariel,22,0,,,,0,,,23355151.0,0
Not Available,John,16,0,,,,0,,,23396773.0,0
"Henderson, NV, USA",Timothy Stewart,826,0,,,,0,,,13925654.0,0
Not Available,Nicolas,4k,2,,,,1,,,19390218.0,91
"Bangalore, Karnataka, India",Jyotiranajn,29k,0,,,,0,,,3040529.0,5
Not Available,tsiPlus,4k,0,,,,0,,,21661586.0,47
Not Available,AKuhlmann,284,0,,,,0,,,19865579.0,0
Not Available,shashbin30,890,0,,,,0,,,20992329.0,0
Not Available,Froggy,107,0,,,,0,,,17250207.0,1
Not Available,Kowsalya,12,0,,,,0,,,23396136.0,0
Not Available,Aaron Moreno,130,0,,,,0,,,13253411.0,0
Not Available,No Time,20,0,,,,0,,,3954290.0,0
U.K.,varkor,12k,0,,,,0,,,1248491.0,131
Not Available,user3118363,23k,0,,,,0,,,3118363.0,25
Finalnd,chas,288k,5,,,,0,,,1779730.0,21
Not Available,Guy Kogus,556,0,,,,0,,,16129427.0,59
Not Available,omro,77,0,,,,0,,,23374460.0,0
Not Available,star,72k,0,,,,0,,,5422364.0,67
Not Available,Ayush Chouhan,16,0,,,,0,,,21097881.0,0
Not Available,Talal Javaid,2k,0,,,,0,,,19445778.0,0
Not Available,Ruby Rain,5k,0,,,,0,,,14767225.0,28
Not Available,Bhautik,391k,68,,,,17,,,6469645.0,"1,046"
Not Available,Bazz,4k,0,,,,0,,,6322134.0,31
"Amsterdam, Nederland",Kevin C,647k,114,,,,1,,,4834431.0,367
Poland,Chris,11k,0,,,,0,,,10348963.0,0
Not Available,James007,31k,0,,,,0,,,14658355.0,14
Not Available,alex_121,619,0,,,,0,,,22530961.0,6
"Chemnitz, Germany",creyD,121k,145,,,,173,,,7454177.0,"1,705"
Not Available,Shaan Srivastava,151,0,,,,0,,,22766632.0,0
Not Available,TravelingFox,40k,1,,,,0,,,1407842.0,30
"Warszawa, Polska",rufus1530,40k,1,,,,0,,,7480906.0,37
Not Available,Charlotte Taelman,511,0,,,,0,,,18031251.0,5
Italy,Matteo Riva,3.0m,60,,,,7,,,148968.0,"1,180"
Not Available,Ryan Pergent,601k,0,,,,0,,,3904557.0,672
Not Available,agutier2,16k,0,,,,0,,,9571479.0,20
"Cochin, Kerala, India",Syam kumar KK,69k,4,,,,0,,,2145351.0,188
Not Available,phii,175,0,,,,0,,,23337841.0,0
Not Available,Con5tantine_83,32,0,,,,0,,,23396843.0,0
Russia,PythonNewbie,128k,0,,,,0,,,10872199.0,120
Not Available,Kevin Moore,373,0,,,,0,,,21726455.0,0
"Salvador, BA, Brasil",Guilherme do Valle,26k,1,,,,0,,,9665197.0,161
Not Available,Yefim Blokh,7k,0,,,,0,,,15875108.0,0
Not Available,Meggan,604,0,,,,0,,,7332022.0,0
"Athens, Greece",Nikitas,78k,5,,,,0,,,1091082.0,328
"Boumerdès, Algérie",Samy Tcheikman,29k,0,,,,0,,,12367327.0,31
"Calgary, Canada",Murray Rowan,372k,2,,,,1,,,888928.0,"1,257"
"Perth, Western Australia, Australia",CitrisLemon,2k,0,,,,0,,,7721476.0,2
Not Available,fabigol,53,0,,,,0,,,7516785.0,0
Germany,Antipod,179k,0,,,,2,,,44558.0,188
Not Available,Luis Martins,88k,0,,,,0,,,1848423.0,94
"Santa Clara, CA, United States",AskYous,477k,64,,,,1,,,1404347.0,484
Not Available,spizwhiz,15k,0,,,,0,,,6238057.0,43
"Leeds, United Kingdom",kitenski,116k,0,,,,0,,,356379.0,20
Not Available,JL Gradley,215k,0,,,,0,,,3965322.0,18
"Konradsreuth, Deutschland",Tobias Leupold,180k,0,,,,0,,,1820665.0,48
"Dearborn, MI, USA",Jeremy Trpka,34k,2,,,,0,,,4008500.0,340
"New York, NY, USA",NaT3z,17k,0,,,,0,,,9497965.0,8
Not Available,Bivo Kasaju,222k,0,,,,0,,,5878263.0,297
"Mumbai, India",Mandroid,742k,0,,,,0,,,2444661.0,552
Not Available,Marzoug Nabil,21,0,,,,0,,,23397022.0,0
Not Available,303,178k,10,,,,2,,,7107236.0,136
Not Available,Chris,417k,3,,,,7,,,11968226.0,300
Not Available,Andrew Howard,381k,2,,,,0,,,1402073.0,"1,084"
Not Available,wezeb,91,0,,,,0,,,23309236.0,0
"Bangalore, Karnataka, India",Jagan,26k,0,,,,0,,,6143413.0,32
"Santiago, Chile",Naoto Amari,37k,0,,,,0,,,9361260.0,5
"Burnie TAS, Australia",Bitchard,203,0,,,,0,,,16740958.0,0
Not Available,BarryBones41,93k,0,,,,1,,,5094662.0,57
Not Available,Shaberz,147,0,,,,0,,,23247563.0,0
Not Available,JakesF,325,0,,,,0,,,21036354.0,0
Not Available,tadzman,32,0,,,,0,,,23396928.0,0
"Berne, Switzerland",paweloque,2.9m,8,,,,1,,,76661.0,714
Not Available,Banan,141,0,,,,0,,,12448157.0,0
Canada,Boodog,18k,0,,,,0,,,3788520.0,10
Not Available,WongWray,220k,0,,,,1,,,4330944.0,563
Not Available,Deb,56k,0,,,,0,,,7398168.0,10
Not Available,Scalbert Samuel,83,0,,,,0,,,23396285.0,0
"Cincinnati, OH, USA",Travis Troyer,247k,0,,,,0,,,4535525.0,34
"Dallas, TX",Rixius,553k,2,,,,0,,,212307.0,300
"Nagpur, India",Parag Chaure,529k,3,,,,0,,,341799.0,66
Israel,Ido Kadosh,4k,0,,,,1,,,6542971.0,8
Not Available,mirza.g.murtaza,19,0,,,,0,,,16339204.0,0
Not Available,NL3294,550k,0,,,,0,,,1270756.0,87
Not Available,Athos,74k,0,,,,0,,,786572.0,161
Not Available,Adam,33,0,,,,0,,,23396610.0,0
Not Available,Drogen24,525,0,,,,0,,,10640045.0,0
Not Available,Andreas Böttcher,96,0,,,,0,,,4469993.0,0
"Lowell, MA",Emad-ud-deen,907k,0,,,,1,,,908123.0,230
Not Available,Agung,9k,0,,,,0,,,15744757.0,13
Not Available,Daniel,24,0,,,,0,,,23044591.0,0
Not Available,Stanley,600k,0,,,,0,,,1210718.0,272
Not Available,satheesh v,13k,0,,,,0,,,4719315.0,3
Not Available,ich_cb,4k,0,,,,0,,,9197811.0,6
Not Available,Veselin Iliev,1k,0,,,,1,,,15082622.0,0
"Amsterdam, Netherlands",Rich,2.9m,98,,,,9,,,2637261.0,566
Not Available,steind.VY,16k,0,,,,0,,,16367397.0,16
Not Available,ohshit,471,0,,,,0,,,21135581.0,5
Not Available,morgoth84,69k,0,,,,0,,,2900520.0,28
Germany,marvin,3k,0,,,,0,,,18568910.0,1
Not Available,mecagoensos,24,0,,,,0,,,19606501.0,0
"Málaga, España",messenjah00,10k,0,,,,0,,,2560396.0,2
Florida,Moshe Raab,10k,0,,,,0,,,1947481.0,1
Not Available,Linux,24,0,,,,0,,,23396787.0,0
Somewhere in the United Kingdom,Silence,4k,0,,,,0,,,17362228.0,2
"São Paulo - SP, Brasil",Gustavo Parada,276,0,,,,0,,,2970628.0,0
"Halifax, NS, Canada",Alireza Noori,2.8m,9,,,,1,,,603200.0,591
Not Available,Manu,51,0,,,,0,,,23396518.0,0
Not Available,Vit,62,0,,,,0,,,19768293.0,0
South Africa,Andile,116k,0,,,,0,,,1651720.0,22
Not Available,Morozov,1.5m,11,,,,0,,,6387618.0,399
Not Available,K. Morris,81,0,,,,0,,,19251612.0,0
Not Available,Phillip Scott Givens,474k,9,,,,0,,,1226612.0,313
Not Available,Bradley Wang,41,0,,,,0,,,23396797.0,0
Not Available,Rei Di Lorenzo,58,0,,,,0,,,17778928.0,0
Not Available,Joker,1k,0,,,,0,,,9918360.0,36
Not Available,Harihar Nagarajan,114,0,,,,0,,,22088841.0,0
Not Available,Hepoha,2k,0,,,,0,,,23299948.0,14
Uusimaa,Jarno,14k,0,,,,0,,,2541549.0,1
Not Available,Anggi Saputra,17,0,,,,0,,,16534481.0,0
Kerala,FaheemMCFC,1k,0,,,,0,,,6110606.0,1
"Budapest, Magyarország",Roland,41k,0,,,,0,,,6184153.0,3
Not Available,user3721971,22k,0,,,,0,,,3721971.0,0
Not Available,AliceSkarre,100,0,,,,0,,,22886409.0,0
"Sao Paulo, Brazil",RodolfoAntonici,198k,4,,,,2,,,3095621.0,185
Not Available,Roshni Nagendra,35,0,,,,0,,,23396807.0,0
Not Available,Christian,41k,0,,,,0,,,6649591.0,6
Not Available,stubbie,545,0,,,,0,,,21400811.0,0
"Osnabrück, Deutschland",Michael,13k,0,,,,0,,,2294298.0,55
Not Available,GuiDoss,8k,0,,,,0,,,12974776.0,0
Not Available,rbaleksandar,1.5m,75,,,,50,,,1559401.0,666
Not Available,mkaay,1k,0,,,,0,,,6751738.0,15
Not Available,Bepop,46,0,,,,0,,,16956204.0,0
UK,Zeeshan Ahmad,24k,0,,,,0,,,1576523.0,14
Not Available,Francesco,307k,1,,,,1,,,571879.0,227
Not Available,LLM_Enthusiast,180,0,,,,0,,,23270209.0,0
Not Available,Rene Duchamp,977k,0,,,,0,,,2252819.0,457
Not Available,PedroCSeq,122,0,,,,0,,,23325291.0,0
Not Available,Антон Вопилов,112,0,,,,0,,,14592497.0,0
"Boston, MA, United States",drhagen,567k,32,,,,142,,,1485877.0,641
Not Available,mash,56k,1,,,,16,,,6572285.0,29
Not Available,Jin,209,0,,,,0,,,16215937.0,0
Not Available,John Brown,344,0,,,,0,,,23184946.0,0
Not Available,himypotato,35,0,,,,0,,,23307211.0,0
Not Available,Ananya Panda,74k,0,,,,0,,,14167880.0,0
Not Available,Anjum aara,407,0,,,,0,,,22879443.0,0
"Sydney, Australia",Travis,0,0,,,,0,,,23395209.0,0
Not Available,JP Dan,5k,0,,,,0,,,15441428.0,0
Not Available,Matin,5k,6,,,,1,,,22814323.0,251
Not Available,warreniq,47,0,,,,0,,,23396087.0,0
Gurgaon,Sukant,1k,0,,,,0,,,21618692.0,5
Ukraine,yndingo,9k,0,,,,0,,,16201021.0,19
Not Available,David,39k,0,,,,0,,,4541217.0,14
Not Available,vergeen3lla,3k,0,,,,0,,,13094191.0,0
"Katowice, Poland",Chiefir,228k,1,,,,2,,,8495108.0,319
"Bloemfontein, Free-State, South Africa",Shaun Roselt,177k,122,,,,14,,,2908017.0,"2,055"
"Madison, WI",James Carnley,12k,0,,,,0,,,543726.0,0
Malaysia,Tommy Lee,101k,2,,,,6,,,3408482.0,191
United States,Vaccano,9.2m,72,,,,34,,,16241.0,"3,959"
Not Available,Waqar Mushtaq,2k,0,,,,0,,,19448679.0,1
Sutton Coldfield,rNewport,1k,0,,,,0,,,3428704.0,33
"Manchester, UK",Sergey Slizovskiy,126,0,,,,0,,,1991468.0,0
Not Available,Phyln,9k,1,,,,0,,,4032717.0,214
India,SM079,64k,0,,,,0,,,8040369.0,127
Not Available,mbr0wn,16k,0,,,,0,,,1471614.0,8
Not Available,cey,4k,0,,,,0,,,16114640.0,381
Not Available,XPLOT1ON,392k,10,,,,15,,,4540216.0,447
Not Available,Danny,79,0,,,,0,,,23340894.0,0
Italy,johk95,43k,20,,,,1,,,1922302.0,118
"Seoul, 대한민국",code_San,9k,0,,,,0,,,16566336.0,5
Not Available,blue,17k,0,,,,0,,,15580665.0,0
Not Available,David,4k,0,,,,0,,,21709505.0,0
Not Available,joachim-heck,29,0,,,,0,,,12965858.0,0
Colombia,Oswalman,13k,0,,,,0,,,12543083.0,0
Not Available,raisinrising,19k,0,,,,1,,,2464435.0,40
"Dhaka, Bangladesh",Samia Ruponti,751k,1,,,,0,,,2276736.0,176
Not Available,Lucky,11k,0,,,,0,,,4354673.0,0
Not Available,user23396734,31,0,,,,0,,,23396734.0,0
Not Available,Siddharth Garg,6k,0,,,,0,,,7513253.0,3
Not Available,JohnyFree,172k,1,,,,0,,,1207443.0,98
"London, United Kingdom",Abs,10.4m,3,,,,7,,,51649.0,737
San Francisco,meow-meow-meow,91k,0,,,,0,,,6545042.0,37
Not Available,supernun,31k,4,,,,1,,,1375850.0,97
Not Available,Buddhika Welikanne,33,0,,,,0,,,23286549.0,0
Not Available,egekaran,10,0,,,,0,,,23396800.0,0
Not Available,Marvin W,1k,0,,,,0,,,14430223.0,1
Not Available,Uğur Büyükköy,8k,0,,,,0,,,1386863.0,3
Not Available,Vladimir,2k,0,,,,0,,,2470504.0,0
Not Available,Caner,274,0,,,,1,,,22757599.0,2
Not Available,Matteo Trupia,568,0,,,,0,,,14368242.0,1
Not Available,trent,909k,497,,,,105,,,3650362.0,"7,442"
Not Available,Seppel20,22,0,,,,0,,,23337818.0,0
Germany,lobax,4k,0,,,,0,,,10878331.0,7
Not Available,Syrianux,56,0,,,,0,,,23235344.0,0
"Nice, France",Lucas Gras,98k,3,,,,7,,,10928236.0,179
"Bangalore, Karnataka, India",Akshay G,141k,52,,,,31,,,4018180.0,361
Not Available,Oldboy,2k,0,,,,0,,,3665542.0,14
"İstanbul, Türkiye",CodAvo,50k,1,,,,0,,,13237681.0,15
Not Available,Martijn Noordhof,657,0,,,,0,,,20173523.0,1
Not Available,Wunderkind,120,0,,,,0,,,20022811.0,3
Not Available,Vikram Deshpande,66,0,,,,0,,,23396200.0,0
Not Available,Zephyr,325k,0,,,,2,,,11561643.0,89
Not Available,Dean Strydom,13,0,,,,0,,,23396326.0,0
Not Available,Oreols,4k,0,,,,0,,,3231590.0,9
Not Available,Shamim Shaikh,172k,0,,,,0,,,10455858.0,77
"Bangalore, Karnataka, India",Dinesh Kumar,10,0,,,,0,,,15197180.0,0
Not Available,Johnn12,8k,0,,,,0,,,5018587.0,0
Not Available,januw a,346k,1,,,,0,,,9874407.0,230
Not Available,Ben Rogmans,70k,1,,,,0,,,543847.0,104
India,Bhupesh,2k,0,,,,0,,,5973114.0,6
Not Available,Danyal Sajid,23,0,,,,0,,,23370590.0,0
"Toronto, Ontario, Canada",Bing Lu,582k,0,,,,0,,,1745535.0,71
Not Available,蔡天意,564,0,,,,0,,,22584566.0,0
Samara,ArtemSites,228,0,,,,0,,,7876600.0,0
"Paris, France",Culdz,2k,0,,,,0,,,8694956.0,1
"Tashkent, Uzbekistan",ilnur777,307k,0,,,,0,,,304855.0,17
"Pune, Maharashtra, India",Akanksha,22k,0,,,,0,,,14498406.0,2
France - Paris,Ulrar,36k,1,,,,0,,,962828.0,38
Italy,Master_T,699k,0,,,,0,,,300741.0,254
Sweden,Helena,78k,0,,,,0,,,1448888.0,285
"Chisinau, Moldova",Dinu Nicolae,142k,0,,,,0,,,7668336.0,476
Netherlands,Afke,153k,0,,,,0,,,6309981.0,59
Not Available,Doza,20,0,,,,0,,,23396764.0,0
Not Available,cloudbud,420k,2,,,,0,,,2782824.0,80
Not Available,Benjamin,354,0,,,,0,,,21564243.0,0
Not Available,codemonkey,61k,3,,,,2,,,5645211.0,180
Not Available,Mohamed Reda,214,0,,,,0,,,17481230.0,0
Not Available,NIKHIL DUBEY,12,0,,,,0,,,23396752.0,0
Not Available,Justin Mathieu,51k,0,,,,0,,,1359496.0,3
Not Available,José Francisco,786,0,,,,0,,,14802769.0,0
Not Available,Vinayak M,108,0,,,,0,,,18305509.0,0
"NY, USA",Abhinav Tyagi,454k,5,,,,0,,,734298.0,158
"Kerala, India",d-feverx,328k,6,,,,0,,,10516463.0,"1,299"
